iso3,year,region,indicator,value,source
BFA,2014,National,"School age population, lower secondary education, both sexes (number)",1666783.0,HDX-WB
BFA,2015,National,"School age population, lower secondary education, both sexes (number)",1720800.0,HDX-WB
BFA,2016,National,"School age population, lower secondary education, both sexes (number)",1776314.0,HDX-WB
BFA,2017,National,"School age population, lower secondary education, both sexes (number)",1832242.0,HDX-WB
BFA,2018,National,"School age population, lower secondary education, both sexes (number)",1891333.0,HDX-WB
BFA,2019,National,"School age population, lower secondary education, both sexes (number)",1953305.0,HDX-WB
BFA,2020,National,"School age population, lower secondary education, both sexes (number)",2017823.0,HDX-WB
BFA,1970,National,"School age population, lower secondary education, female (number)",240273.0,HDX-WB
BFA,1971,National,"School age population, lower secondary education, female (number)",246687.0,HDX-WB
BFA,1972,National,"School age population, lower secondary education, female (number)",251403.0,HDX-WB
BFA,1973,National,"School age population, lower secondary education, female (number)",256750.0,HDX-WB
BFA,1974,National,"School age population, lower secondary education, female (number)",262409.0,HDX-WB
BFA,1975,National,"School age population, lower secondary education, female (number)",268339.0,HDX-WB
BFA,1976,National,"School age population, lower secondary education, female (number)",274717.0,HDX-WB
BFA,1977,National,"School age population, lower secondary education, female (number)",279478.0,HDX-WB
BFA,1978,National,"School age population, lower secondary education, female (number)",285169.0,HDX-WB
BFA,1979,National,"School age population, lower secondary education, female (number)",291823.0,HDX-WB
BFA,1980,National,"School age population, lower secondary education, female (number)",299723.0,HDX-WB
BFA,1981,National,"School age population, lower secondary education, female (number)",309152.0,HDX-WB
BFA,1982,National,"School age population, lower secondary education, female (number)",316486.0,HDX-WB
BFA,1983,National,"School age population, lower secondary education, female (number)",324589.0,HDX-WB
BFA,1984,National,"School age population, lower secondary education, female (number)",332999.0,HDX-WB
BFA,1985,National,"School age population, lower secondary education, female (number)",341667.0,HDX-WB
BFA,1986,National,"School age population, lower secondary education, female (number)",350838.0,HDX-WB
BFA,1987,National,"School age population, lower secondary education, female (number)",358553.0,HDX-WB
BFA,1988,National,"School age population, lower secondary education, female (number)",368104.0,HDX-WB
BFA,1989,National,"School age population, lower secondary education, female (number)",379625.0,HDX-WB
BFA,1990,National,"School age population, lower secondary education, female (number)",393190.0,HDX-WB
BFA,1991,National,"School age population, lower secondary education, female (number)",408672.0,HDX-WB
BFA,1992,National,"School age population, lower secondary education, female (number)",422783.0,HDX-WB
BFA,1993,National,"School age population, lower secondary education, female (number)",437209.0,HDX-WB
BFA,1994,National,"School age population, lower secondary education, female (number)",451806.0,HDX-WB
BFA,1995,National,"School age population, lower secondary education, female (number)",466815.0,HDX-WB
BFA,1996,National,"School age population, lower secondary education, female (number)",482679.0,HDX-WB
BFA,1997,National,"School age population, lower secondary education, female (number)",496262.0,HDX-WB
BFA,1998,National,"School age population, lower secondary education, female (number)",510154.0,HDX-WB
BFA,1999,National,"School age population, lower secondary education, female (number)",523842.0,HDX-WB
BFA,2000,National,"School age population, lower secondary education, female (number)",537385.0,HDX-WB
BFA,2001,National,"School age population, lower secondary education, female (number)",551239.0,HDX-WB
BFA,2002,National,"School age population, lower secondary education, female (number)",563153.0,HDX-WB
BFA,2003,National,"School age population, lower secondary education, female (number)",576570.0,HDX-WB
BFA,2004,National,"School age population, lower secondary education, female (number)",591458.0,HDX-WB
BFA,2005,National,"School age population, lower secondary education, female (number)",607901.0,HDX-WB
BFA,2006,National,"School age population, lower secondary education, female (number)",625901.0,HDX-WB
BFA,2007,National,"School age population, lower secondary education, female (number)",642588.0,HDX-WB
BFA,2008,National,"School age population, lower secondary education, female (number)",660702.0,HDX-WB
BFA,2009,National,"School age population, lower secondary education, female (number)",680090.0,HDX-WB
BFA,2010,National,"School age population, lower secondary education, female (number)",724261.0,HDX-WB
BFA,2011,National,"School age population, lower secondary education, female (number)",747169.0,HDX-WB
BFA,2012,National,"School age population, lower secondary education, female (number)",769161.0,HDX-WB
BFA,2013,National,"School age population, lower secondary education, female (number)",792941.0,HDX-WB
BFA,2014,National,"School age population, lower secondary education, female (number)",818097.0,HDX-WB
BFA,2015,National,"School age population, lower secondary education, female (number)",844106.0,HDX-WB
BFA,2016,National,"School age population, lower secondary education, female (number)",870785.0,HDX-WB
BFA,2017,National,"School age population, lower secondary education, female (number)",898151.0,HDX-WB
BFA,2018,National,"School age population, lower secondary education, female (number)",927206.0,HDX-WB
BFA,2019,National,"School age population, lower secondary education, female (number)",957813.0,HDX-WB
BFA,2020,National,"School age population, lower secondary education, female (number)",989755.0,HDX-WB
BFA,1970,National,"School age population, lower secondary education, male (number)",246390.0,HDX-WB
BFA,1971,National,"School age population, lower secondary education, male (number)",253383.0,HDX-WB
BFA,1972,National,"School age population, lower secondary education, male (number)",258091.0,HDX-WB
BFA,1973,National,"School age population, lower secondary education, male (number)",263692.0,HDX-WB
BFA,1974,National,"School age population, lower secondary education, male (number)",269711.0,HDX-WB
BFA,1975,National,"School age population, lower secondary education, male (number)",275961.0,HDX-WB
BFA,1976,National,"School age population, lower secondary education, male (number)",282569.0,HDX-WB
BFA,1977,National,"School age population, lower secondary education, male (number)",286784.0,HDX-WB
BFA,1978,National,"School age population, lower secondary education, male (number)",292374.0,HDX-WB
BFA,1979,National,"School age population, lower secondary education, male (number)",299239.0,HDX-WB
BFA,1980,National,"School age population, lower secondary education, male (number)",307543.0,HDX-WB
BFA,1981,National,"School age population, lower secondary education, male (number)",317514.0,HDX-WB
BFA,1982,National,"School age population, lower secondary education, male (number)",324391.0,HDX-WB
BFA,1983,National,"School age population, lower secondary education, male (number)",332507.0,HDX-WB
BFA,1984,National,"School age population, lower secondary education, male (number)",341257.0,HDX-WB
BFA,1985,National,"School age population, lower secondary education, male (number)",350457.0,HDX-WB
BFA,1986,National,"School age population, lower secondary education, male (number)",360286.0,HDX-WB
BFA,1987,National,"School age population, lower secondary education, male (number)",367702.0,HDX-WB
BFA,1988,National,"School age population, lower secondary education, male (number)",377443.0,HDX-WB
BFA,1989,National,"School age population, lower secondary education, male (number)",389531.0,HDX-WB
BFA,1990,National,"School age population, lower secondary education, male (number)",403938.0,HDX-WB
BFA,1991,National,"School age population, lower secondary education, male (number)",420453.0,HDX-WB
BFA,1992,National,"School age population, lower secondary education, male (number)",434730.0,HDX-WB
BFA,1993,National,"School age population, lower secondary education, male (number)",449687.0,HDX-WB
BFA,1994,National,"School age population, lower secondary education, male (number)",465045.0,HDX-WB
BFA,1995,National,"School age population, lower secondary education, male (number)",480931.0,HDX-WB
BFA,1996,National,"School age population, lower secondary education, male (number)",497719.0,HDX-WB
BFA,1997,National,"School age population, lower secondary education, male (number)",511312.0,HDX-WB
BFA,1998,National,"School age population, lower secondary education, male (number)",525510.0,HDX-WB
BFA,1999,National,"School age population, lower secondary education, male (number)",539682.0,HDX-WB
BFA,2000,National,"School age population, lower secondary education, male (number)",553806.0,HDX-WB
BFA,2001,National,"School age population, lower secondary education, male (number)",568338.0,HDX-WB
BFA,2002,National,"School age population, lower secondary education, male (number)",580062.0,HDX-WB
BFA,2003,National,"School age population, lower secondary education, male (number)",593756.0,HDX-WB
BFA,2004,National,"School age population, lower secondary education, male (number)",609297.0,HDX-WB
BFA,2005,National,"School age population, lower secondary education, male (number)",626690.0,HDX-WB
BFA,2006,National,"School age population, lower secondary education, male (number)",645885.0,HDX-WB
BFA,2007,National,"School age population, lower secondary education, male (number)",662948.0,HDX-WB
BFA,2008,National,"School age population, lower secondary education, male (number)",681869.0,HDX-WB
BFA,2009,National,"School age population, lower secondary education, male (number)",702397.0,HDX-WB
BFA,2010,National,"School age population, lower secondary education, male (number)",749082.0,HDX-WB
BFA,2011,National,"School age population, lower secondary education, male (number)",773573.0,HDX-WB
BFA,2012,National,"School age population, lower secondary education, male (number)",796671.0,HDX-WB
BFA,2013,National,"School age population, lower secondary education, male (number)",821847.0,HDX-WB
BFA,2014,National,"School age population, lower secondary education, male (number)",848686.0,HDX-WB
BFA,2015,National,"School age population, lower secondary education, male (number)",876694.0,HDX-WB
BFA,2016,National,"School age population, lower secondary education, male (number)",905529.0,HDX-WB
BFA,2017,National,"School age population, lower secondary education, male (number)",934091.0,HDX-WB
BFA,2018,National,"School age population, lower secondary education, male (number)",964127.0,HDX-WB
BFA,2019,National,"School age population, lower secondary education, male (number)",995492.0,HDX-WB
BFA,2020,National,"School age population, lower secondary education, male (number)",1028068.0,HDX-WB
BFA,1999,National,"School age population, post-secondary non-tertiary education, both sexes (number)",226025.0,HDX-WB
BFA,2000,National,"School age population, post-secondary non-tertiary education, both sexes (number)",233452.0,HDX-WB
